,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,PPS,3PAr,PER,USG%,Points_Produced,Possessions_Used,ORtg,Assist/Turnover Ratio,Defensive Possessions,Defensive Rating
497,498,Sidy Cissoko,SF,19,SAS,12,0,11.8,1.3,2.8,0.485,0.1,1.0,0.083,1.3,1.8,0.714,0.5,1.0,1.3,0.8,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5,3.8,0.5634638196915777,1.3571428571428572,0.35714285714285715,13.144178429948601,31.11864406779661,4.372,3.6719999999999997,119.06318082788671,2.666666666666667,2.0999999999999996,47.61904761904763
498,499,Julian Champagnie,SF,22,SAS,74,59,19.8,2.2,5.4,0.408,1.4,3.7,0.365,0.9,1.7,0.504,0.534,1.0,1.2,0.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1.0,6.8,0.5735492577597839,1.259259259259259,0.6851851851851851,12.67974355951179,33.97979797979798,7.327999999999999,6.728000000000001,108.91795481569558,1.7499999999999998,3.4000000000000004,29.41176470588235
499,500,Devin Vassell,SG,23,SAS,68,62,33.1,7.3,15.5,0.472,2.4,6.6,0.372,4.9,9.0,0.544,0.55,2.4,3.0,0.801,0.4,3.4,3.8,4.1,1.1,0.3,1.6,1.1,19.5,0.579667063020214,1.2580645161290323,0.4258064516129032,19.089784150216065,55.649546827794566,20.82,18.42,113.02931596091204,2.5624999999999996,4.8,20.833333333333336
500,501,Tre Jones,PG,24,SAS,77,48,27.8,3.9,7.8,0.505,0.8,2.5,0.335,3.1,5.3,0.584,0.558,1.3,1.5,0.856,0.8,3.0,3.8,6.2,1.0,0.1,1.5,1.2,10.0,0.591016548463357,1.2820512820512822,0.32051282051282054,15.814923303945243,35.8273381294964,10.66,9.959999999999999,107.02811244979921,4.133333333333334,4.1,24.390243902439025
501,502,Cedi Osman,SF,28,SAS,72,3,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,0.6062767475035663,1.2830188679245282,0.5849056603773585,14.333291848222167,35.840909090909086,7.108,6.308,112.68230818008877,2.428571428571429,2.9000000000000004,34.48275862068965
502,503,Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,0.7392473118279569,1.5714285714285712,0.047619047619047616,17.82580935509891,28.074074074074073,3.432,3.032,113.19261213720316,1.375,4.1,24.390243902439025
503,504,Keldon Johnson,SF,24,SAS,69,27,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7,0.5644233534656313,1.256,0.424,17.716511315697268,51.891525423728815,17.108,15.308,111.75855761693232,2.0,5.1,19.607843137254903
504,505,Sandro Mamukelashvili,C,24,SAS,46,5,9.8,1.6,3.4,0.471,0.4,1.4,0.297,1.2,2.0,0.593,0.532,0.5,0.7,0.735,1.0,2.2,3.2,1.1,0.2,0.3,0.4,0.8,4.1,0.5528586839266451,1.2058823529411764,0.4117647058823529,18.105210755649043,41.918367346938766,4.4079999999999995,4.108,107.30282375851996,2.75,2.7,37.03703703703704
505,506,Malaki Branham,PG,20,SAS,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2.0,2.1,0.4,0.1,1.2,1.3,9.2,0.5255941499085922,1.0952380952380951,0.42857142857142855,13.033485051014964,46.72300469483568,9.552,9.952,95.98070739549838,1.7500000000000002,2.1,47.61904761904762
506,507,Blake Wesley,SG,20,SAS,61,3,14.4,1.7,3.5,0.474,0.2,0.9,0.218,1.5,2.6,0.563,0.502,0.9,1.3,0.667,0.3,1.2,1.5,2.7,0.5,0.1,0.9,1.5,4.4,0.5402750491159136,1.2571428571428573,0.2571428571428572,12.42637728946746,34.52777777777778,4.972,4.972,100.0,3.0,1.8,55.55555555555556
507,508,Victor Wembanyama,C,20,SAS,71,71,29.7,7.8,16.7,0.465,1.8,5.5,0.325,6.0,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4,0.5635137981883295,1.2814371257485029,0.32934131736526945,26.924134962104368,76.39057239057239,23.688,22.688,104.40761636107193,1.054054054054054,13.2,7.575757575757576
508,509,Zach Collins,C,26,SAS,69,29,22.1,4.3,8.9,0.484,0.8,2.6,0.32,3.5,6.3,0.552,0.531,1.8,2.3,0.753,1.7,3.7,5.4,2.8,0.5,0.8,1.9,3.0,11.2,0.5649717514124293,1.2584269662921348,0.29213483146067415,18.132518765838558,53.44796380090498,12.212,11.812000000000001,103.38638672536403,1.4736842105263157,5.0,20.0
509,510,RaiQuan Gray,PF,24,SAS,3,0,13.0,3.3,5.7,0.588,1.0,2.3,0.429,2.3,3.3,0.7,0.676,0.0,0.0,0.0,0.7,1.7,2.3,2.0,0.3,0.3,0.3,0.0,7.7,0.6754385964912281,1.3508771929824561,0.40350877192982454,22.63151344456131,46.15384615384615,7.7,6.0,128.33333333333334,6.666666666666667,2.3,43.47826086956522
510,511,Dominick Barlow,PF,20,SAS,33,1,12.7,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.509,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,0.5538771399798591,1.2941176470588236,0.08823529411764706,15.491597654439868,33.637795275590555,4.972,4.272,116.38576779026218,3.666666666666667,2.9,34.48275862068966
511,512,Devonte' Graham,PG,28,SAS,23,0,13.6,1.7,4.7,0.352,1.1,3.6,0.301,0.6,1.1,0.52,0.468,0.6,0.7,0.813,0.2,1.3,1.6,2.1,0.4,0.1,0.7,0.6,5.0,0.4992012779552716,1.0638297872340425,0.7659574468085106,13.201716175994097,41.97058823529412,5.308,5.708,92.99229152067272,3.0000000000000004,1.8000000000000003,55.55555555555555
512,513,Jamaree Bouyea,PG,24,SAS,9,0,10.6,1.1,3.1,0.357,0.1,1.0,0.111,1.0,2.1,0.474,0.375,0.0,0.0,0.0,0.3,1.8,2.1,1.2,0.1,0.0,1.0,1.1,2.3,0.3709677419354838,0.7419354838709676,0.3225806451612903,7.942380189978119,38.679245283018865,2.3,4.1,56.09756097560975,1.2,1.9000000000000001,52.63157894736842
513,514,Chris Boucher,PF,31,TOR,50,0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,0.6284367635506678,1.488372093023256,0.4418604651162791,17.356177213748676,40.36879432624113,7.192,5.691999999999999,126.35277582572033,0.8333333333333334,3.6999999999999997,27.027027027027028
514,515,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.5319148936170213,2.0,0.0,34.70165394832734,47.0,2.88,1.88,153.19148936170214,0.0,1.0,100.0
515,516,D.J. Carton,SG,23,TOR,4,0,9.0,0.8,2.0,0.375,0.3,1.0,0.25,0.5,1.0,0.5,0.438,1.0,1.3,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,0.5443234836702955,1.4,0.5,10.729013781125362,31.91111111111111,3.372,2.872,117.40947075208913,2.666666666666667,0.8,125.0
516,517,Jahmi'us Ramsey,SG,22,TOR,7,1,17.3,2.6,5.9,0.439,0.9,3.1,0.273,1.7,2.7,0.632,0.512,0.7,0.9,0.833,0.6,2.6,3.1,1.1,1.0,0.0,1.0,1.4,6.7,0.5320838627700127,1.135593220338983,0.5254237288135593,14.006246856248737,42.17341040462428,7.096,7.296,97.25877192982456,1.1,3.6,27.77777777777778
517,518,Garrett Temple,SG,37,TOR,27,2,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.6,1.4,0.447,0.449,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3,0.507380073800738,1.1379310344827587,0.5172413793103449,11.562517772299241,35.06542056074767,3.6519999999999997,3.752,97.33475479744136,2.0,1.5,66.66666666666667
518,519,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.545,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,0.5681818181818181,1.1818181818181817,0.6818181818181818,10.431306771573661,20.58620689655173,2.688,2.3880000000000003,112.56281407035175,5.0,2.1,47.61904761904762
519,520,Kelly Olynyk,C,32,TOR,78,27,22.6,3.5,6.4,0.555,0.8,2.0,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9,9.8,0.6610901241230437,1.53125,0.3125,18.5725281424099,41.20353982300885,10.812000000000001,9.312000000000001,116.1082474226804,2.3157894736842106,5.2,19.23076923076923
520,521,Jalen McDaniels,SF,26,TOR,50,1,10.8,1.3,3.8,0.344,0.2,1.4,0.169,1.1,2.4,0.449,0.376,0.5,0.7,0.73,0.4,1.2,1.6,0.7,0.4,0.1,0.6,1.0,3.4,0.41382667964946446,0.8947368421052632,0.3684210526315789,10.058450419805027,43.59259259259259,3.7079999999999997,4.707999999999999,78.75955819881054,1.1666666666666667,1.7000000000000002,58.8235294117647
521,522,Gradey Dick,SG,20,TOR,60,17,21.1,3.2,7.4,0.425,1.5,4.0,0.365,1.7,3.4,0.495,0.524,0.7,0.9,0.863,0.5,1.8,2.2,1.1,0.6,0.0,0.8,1.5,8.5,0.5451513596716264,1.1486486486486487,0.5405405405405405,12.413367247948951,40.73933649289099,8.896,8.596,103.48999534667288,1.375,2.4,41.66666666666667
522,523,Gary Trent Jr.,SG,25,TOR,71,41,28.1,5.1,11.9,0.426,2.5,6.4,0.393,2.6,5.5,0.464,0.531,1.0,1.4,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,1.4,13.7,0.5472994566954298,1.1512605042016806,0.5378151260504201,15.173584103043952,47.032028469750884,14.315999999999999,13.216,108.32324455205811,2.428571428571429,3.5,28.571428571428573
523,524,Jordan Nwora,SF,25,TOR,52,1,13.7,2.7,5.8,0.462,0.8,2.5,0.336,1.8,3.2,0.56,0.535,0.8,1.0,0.83,0.5,2.3,2.9,1.2,0.5,0.3,1.0,0.9,7.0,0.5608974358974359,1.206896551724138,0.4310344827586207,17.510514051996346,52.846715328467155,7.44,7.24,102.76243093922652,1.2,3.0999999999999996,32.25806451612904
524,525,Mouhamadou Gueye,PF,25,TOR,11,0,10.9,1.0,3.5,0.289,0.0,0.3,0.0,1.0,3.2,0.314,0.289,0.4,0.8,0.444,1.1,1.0,2.1,0.5,0.3,1.6,1.1,1.4,2.4,0.3115264797507788,0.6857142857142857,0.08571428571428572,7.917569229534598,45.43119266055046,2.752,4.952,55.5735056542811,0.45454545454545453,2.9000000000000004,34.48275862068965
525,526,Immanuel Quickley,PG,24,TOR,68,38,29.2,5.7,13.1,0.434,2.5,6.4,0.395,3.2,6.8,0.471,0.53,3.1,3.6,0.853,0.3,3.6,3.8,4.9,0.7,0.1,1.5,1.8,17.0,0.5788613456823754,1.297709923664122,0.4885496183206107,19.686316489447165,55.42465753424656,18.584,16.183999999999997,114.82946119624322,3.266666666666667,4.3999999999999995,22.72727272727273
526,527,RJ Barrett,SG,23,TOR,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6.0,10.9,0.549,0.547,3.6,5.0,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2,0.5804597701149425,1.3289473684210527,0.28289473684210525,19.599699761241528,61.82965299684542,22.4,19.599999999999998,114.28571428571429,1.4999999999999998,5.4,18.51851851851852
527,528,Bruce Brown,PG,27,TOR,67,44,27.9,4.1,8.7,0.478,0.8,2.4,0.323,3.4,6.2,0.538,0.523,1.7,2.1,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,2.2,10.8,0.5610972568578555,1.2413793103448278,0.27586206896551724,14.254879197100026,39.15412186379928,11.724,10.924,107.32332478945443,2.230769230769231,4.6,21.73913043478261
528,529,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,5.280686470397638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,530,Jakob Poeltl,C,28,TOR,50,50,26.4,5.0,7.6,0.656,0.0,0.0,0.0,5.0,7.6,0.656,0.656,1.2,2.1,0.551,2.9,5.7,8.6,2.5,0.7,1.5,1.5,3.0,11.1,0.6511027686532145,1.4605263157894737,0.0,18.72243384959163,37.96969696969697,12.024,10.024,119.95211492418196,1.6666666666666667,7.9,12.658227848101266
530,531,Jontay Porter,PF,24,TOR,26,5,13.8,1.5,4.0,0.385,0.8,2.3,0.333,0.8,1.7,0.455,0.481,0.6,0.7,0.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,0.5106778087279481,1.1,0.575,16.07165447512325,37.01449275362318,4.708,5.108,92.16914643696164,2.8749999999999996,3.8,26.315789473684212
531,532,Scottie Barnes,SG,22,TOR,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,0.5670161841805335,1.267515923566879,0.3121019108280255,21.399425320072297,58.30372492836676,21.747999999999998,20.348,106.88028307450362,2.1785714285714284,8.7,11.49425287356322
532,533,Javon Freeman-Liberty,PG,24,TOR,22,6,18.3,2.5,5.6,0.444,0.5,1.9,0.238,2.0,3.7,0.549,0.484,1.5,1.6,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7.0,0.5552030456852792,1.25,0.3392857142857143,13.949916483860743,40.45901639344262,7.704,7.404,104.05186385737439,1.6363636363636362,3.2,31.25
533,534,Kobi Simmons,PG,26,TOR,4,0,16.8,2.3,5.3,0.429,0.5,2.0,0.25,1.8,3.3,0.538,0.476,0.0,0.0,0.0,0.3,1.5,1.8,3.0,1.5,0.5,0.3,1.3,5.0,0.4716981132075472,0.9433962264150944,0.37735849056603776,15.42894448323663,33.33333333333333,5.0,5.6,89.28571428571429,10.0,3.5,28.571428571428573
534,535,Malik Williams,C,25,TOR,7,2,15.3,1.3,4.9,0.265,0.1,0.7,0.2,1.1,4.1,0.276,0.279,0.0,0.3,0.0,2.1,3.3,5.4,0.3,0.4,0.6,0.4,2.1,2.7,0.2682829888712242,0.5510204081632653,0.14285714285714285,9.170940088645759,35.50326797385621,2.8320000000000003,5.432,52.13549337260678,0.7499999999999999,4.3,23.255813953488374
535,536,Ochai Agbaji,SG,23,TOR,78,28,21.0,2.3,5.6,0.411,0.8,2.7,0.294,1.5,2.8,0.523,0.483,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8,0.49085985104942453,1.0357142857142858,0.4821428571428572,9.886019841179797,31.94285714285714,6.108,6.707999999999999,91.05545617173524,1.375,3.0,33.333333333333336
536,537,Walker Kessler,C,22,UTA,64,22,23.3,3.6,5.5,0.654,0.1,0.3,0.211,3.5,5.2,0.68,0.66,0.9,1.5,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1.0,2.1,8.1,0.6574675324675324,1.4727272727272727,0.05454545454545454,16.836032891519142,30.729613733905577,8.76,7.16,122.3463687150838,0.9,7.800000000000001,12.82051282051282
537,538,Brice Sensabaugh,SF,20,UTA,32,11,18.3,2.7,6.8,0.39,1.1,3.6,0.296,1.6,3.2,0.495,0.468,1.2,1.3,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,0.5086814975583288,1.1029411764705883,0.5294117647058824,13.306835227512552,48.48087431693989,8.072,8.872,90.98286744815148,1.1333333333333333,3.3000000000000003,30.3030303030303
538,539,Kira Lewis Jr.,PG,22,UTA,28,0,9.5,1.2,3.3,0.37,0.1,1.2,0.121,1.1,2.1,0.508,0.391,0.6,0.7,0.85,0.3,0.6,0.9,1.3,0.3,0.1,0.5,0.5,3.2,0.443458980044346,0.9696969696969698,0.36363636363636365,11.403106423294753,43.24210526315789,3.508,4.108,85.39435248296009,2.6,0.9999999999999999,100.00000000000001
539,540,John Collins,PF,26,UTA,68,66,28.0,5.8,11.0,0.532,1.3,3.4,0.371,4.6,7.6,0.605,0.59,2.2,2.7,0.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,0.6194617656711519,1.3727272727272728,0.3090909090909091,19.700193607932416,48.52857142857143,16.288,13.588000000000001,119.87047394760081,0.7857142857142858,7.6,13.157894736842106
540,541,Taylor Hendricks,PF,20,UTA,40,23,21.4,2.7,6.0,0.45,1.3,3.5,0.379,1.4,2.5,0.55,0.56,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,0.5786303107165505,1.2166666666666666,0.5833333333333334,13.889121958188714,32.74766355140187,7.608,7.008,108.56164383561644,1.142857142857143,5.0,20.0
541,542,Talen Horton-Tucker,PG,23,UTA,51,11,19.8,3.6,9.1,0.396,1.2,3.6,0.33,2.4,5.5,0.438,0.46,1.7,2.1,0.807,0.4,2.0,2.4,3.5,0.9,0.4,1.3,1.8,10.1,0.5037909018355946,1.10989010989011,0.39560439560439564,17.541327929084215,57.1919191919192,11.024,11.324,97.35075944895796,2.692307692307692,3.3,30.303030303030305
542,543,Darius Bazley,PF,23,UTA,9,0,16.9,2.0,3.3,0.6,0.2,0.9,0.25,1.8,2.4,0.727,0.633,1.1,1.3,0.833,0.9,2.2,3.1,0.8,0.7,0.8,0.9,0.3,5.3,0.684400826446281,1.6060606060606062,0.27272727272727276,13.195020461957249,28.23668639053255,5.872,4.772,123.05113160100588,0.888888888888889,3.7,27.027027027027025
543,544,Kris Dunn,PG,29,UTA,66,32,18.9,2.2,4.7,0.47,0.6,1.7,0.369,1.6,3.1,0.525,0.535,0.3,0.5,0.688,0.8,2.1,2.9,3.8,1.0,0.4,1.2,2.0,5.4,0.5487804878048781,1.148936170212766,0.36170212765957444,13.938138438872684,32.38095238095239,5.62,6.12,91.83006535947712,3.1666666666666665,3.5,28.571428571428573
544,545,Kenneth Lofton Jr.,PF,21,UTA,21,0,9.5,1.7,3.7,0.462,0.3,1.1,0.292,1.4,2.6,0.537,0.506,0.8,1.2,0.654,0.6,1.2,1.8,1.6,0.3,0.2,0.7,1.1,4.6,0.5439924314096499,1.243243243243243,0.2972972972972973,17.279359036970316,51.873684210526314,5.128,4.928,104.05844155844154,2.285714285714286,1.7,58.82352941176471
545,546,Johnny Juzang,SG,22,UTA,20,5,18.6,2.6,5.5,0.464,1.6,3.9,0.416,1.0,1.7,0.576,0.609,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,0.6198347107438017,1.309090909090909,0.7090909090909091,12.16748034653834,34.98924731182795,7.508,6.508,115.36570374923171,1.7142857142857144,1.8,55.55555555555556
546,547,Keyonte George,PG,20,UTA,75,44,27.0,4.3,10.9,0.391,2.0,5.9,0.334,2.3,5.0,0.459,0.482,2.5,3.0,0.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,1.2,13.0,0.5319148936170213,1.1926605504587156,0.5412844036697247,14.629457332805307,54.51851851851852,14.32,14.72,97.28260869565217,1.7600000000000002,3.2,31.25
547,548,Lauri Markkanen,PF,26,UTA,55,55,33.1,7.8,16.2,0.48,3.2,8.0,0.399,4.6,8.2,0.559,0.578,4.5,5.0,0.899,2.2,5.9,8.2,2.0,0.9,0.5,1.4,1.8,23.2,0.6304347826086957,1.4320987654320987,0.4938271604938272,23.319803178726215,59.81873111782476,25.4,19.799999999999997,128.2828282828283,1.4285714285714286,7.300000000000001,13.6986301369863
548,549,Jordan Clarkson,SG,31,UTA,55,19,30.6,6.1,14.8,0.413,1.7,5.6,0.294,4.5,9.2,0.485,0.469,3.2,3.7,0.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,0.5204528853177502,1.1554054054054055,0.37837837837837834,16.576720740874755,62.509803921568626,18.728,19.128,97.90882475951486,1.8518518518518516,3.2,31.25
549,550,Omer Yurtseven,C,25,UTA,48,12,11.4,2.1,3.8,0.538,0.1,0.5,0.208,2.0,3.3,0.588,0.552,0.4,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6,0.5659448818897638,1.2105263157894737,0.13157894736842105,16.702321618149927,42.666666666666664,4.864,4.864,100.0,0.7499999999999999,3.4,29.411764705882355
550,551,Luka amani?,PF,24,UTA,43,7,9.4,1.4,3.7,0.38,0.3,1.5,0.203,1.1,2.2,0.5,0.421,1.0,1.3,0.786,0.5,1.9,2.4,0.4,0.1,0.2,0.7,0.7,4.1,0.4798689138576778,1.108108108108108,0.4054054054054054,13.803618129306896,52.8936170212766,4.672,4.972,93.96621078037006,0.5714285714285715,2.2,45.45454545454545
551,552,Collin Sexton,SG,25,UTA,78,51,26.6,6.5,13.3,0.487,1.6,4.2,0.394,4.8,9.1,0.53,0.549,4.1,4.7,0.859,0.9,1.7,2.6,4.9,0.8,0.2,2.1,2.0,18.7,0.6084070796460177,1.4060150375939848,0.3157894736842105,21.95086642367225,65.66917293233082,20.768,17.468,118.89168765743074,2.3333333333333335,2.7,37.03703703703704
552,553,Jason Preston,PG,24,UTA,7,0,10.1,0.9,2.7,0.316,0.0,0.4,0.0,0.9,2.3,0.375,0.316,0.0,0.0,0.0,0.9,1.6,2.4,2.3,0.3,0.1,0.3,0.4,1.7,0.31481481481481477,0.6296296296296295,0.14814814814814814,12.100017089171395,29.702970297029704,1.7,3.0,56.666666666666664,7.666666666666666,2.0,50.0
553,554,Micah Potter,PF,25,UTA,16,0,11.6,1.2,2.5,0.475,0.6,1.3,0.429,0.6,1.2,0.526,0.588,0.4,0.5,0.75,0.6,2.1,2.7,0.4,0.3,0.4,0.3,0.9,3.3,0.6066176470588235,1.3199999999999998,0.52,12.824524285251409,26.03448275862069,3.52,3.02,116.55629139072848,1.3333333333333335,2.8,35.714285714285715
554,555,Anthony Gill,PF,31,WAS,50,3,9.3,1.5,3.2,0.469,0.2,0.8,0.244,1.3,2.4,0.546,0.5,0.6,0.7,0.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1.0,3.8,0.5416191562143672,1.1874999999999998,0.25,14.503636573073699,43.096774193548384,4.108,4.008,102.49500998003991,1.4,1.6,62.5
555,556,Justin Champagnie,SF,22,WAS,15,1,15.7,2.1,5.2,0.41,0.9,3.0,0.289,1.3,2.2,0.576,0.494,0.8,1.0,0.8,1.3,2.3,3.5,1.3,0.7,0.6,0.7,0.9,5.9,0.5230496453900709,1.1346153846153846,0.5769230769230769,15.126115567617623,40.38216560509555,6.340000000000001,6.340000000000001,100.0,1.8571428571428574,3.6,27.77777777777778
556,557,Landry Shamet,SG,26,WAS,46,5,15.8,2.6,6.0,0.431,1.2,3.4,0.338,1.4,2.5,0.556,0.527,0.8,1.0,0.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,7.1,0.5512422360248447,1.1833333333333333,0.5666666666666667,13.731694655392051,45.189873417721515,7.54,7.140000000000001,105.60224089635854,1.7142857142857144,1.7,58.82352941176471
557,558,Kyle Kuzma,PF,28,WAS,70,70,32.6,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,0.5469057942451715,1.180851063829787,0.3404255319148936,21.502251833012643,70.5398773006135,23.695999999999998,22.996,103.04400765350496,1.5555555555555556,6.9,14.492753623188404
558,559,Jules Bernard,SG,24,WAS,19,0,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.9,1.8,0.514,0.539,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,0.5386740331491713,1.1470588235294117,0.4411764705882353,16.093520671688044,51.53846153846155,4.12,4.0200000000000005,102.48756218905471,2.0,1.1,90.9090909090909
559,560,Jordan Poole,SG,24,WAS,78,66,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8.0,0.492,0.491,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4,0.5294547224926972,1.144736842105263,0.4736842105263158,17.423508468060934,62.56478405315614,18.631999999999998,18.831999999999997,98.93797790994053,1.8333333333333335,3.6999999999999997,27.027027027027028
560,561,Corey Kispert,SF,24,WAS,80,22,25.8,4.8,9.9,0.486,2.3,6.0,0.383,2.5,3.9,0.643,0.602,1.4,2.0,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,1.8,13.4,0.62152133580705,1.3535353535353536,0.6060606060606061,15.953170200714023,46.434108527131784,14.280000000000001,11.98,119.19866444073455,1.6666666666666667,3.1,32.25806451612903
561,562,Bilal Coulibaly,SF,19,WAS,63,15,27.2,3.0,6.9,0.435,1.0,2.9,0.346,2.0,3.9,0.502,0.509,1.5,2.1,0.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,0.5368098159509203,1.2173913043478262,0.42028985507246375,11.360132238838618,33.911764705882355,9.324,9.224,101.08412836079792,1.2142857142857144,4.9,20.408163265306122
562,563,Jared Butler,SG,23,WAS,40,0,14.2,2.5,5.0,0.488,0.6,2.0,0.308,1.9,3.1,0.602,0.547,0.8,0.9,0.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3,0.583765752409192,1.26,0.4,16.83019591370193,47.15492957746479,6.696,6.696,100.00000000000001,2.4615384615384617,2.1,47.61904761904762
563,564,Tyus Jones,PG,27,WAS,66,66,29.3,4.9,10.1,0.489,1.6,3.9,0.414,3.3,6.2,0.537,0.569,0.5,0.6,0.8,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0,0.578927055191046,1.188118811881188,0.38613861386138615,17.55937675675861,38.78498293515358,12.264,11.363999999999999,107.91974656810982,7.3,3.8,26.315789473684212
564,565,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,23.536773982343764,60.0,1.0,1.5,66.66666666666667,1.0,1.0,100.0
565,566,Patrick Baldwin Jr.,SF,21,WAS,38,7,13.0,1.6,4.1,0.381,0.8,2.6,0.32,0.7,1.5,0.483,0.481,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4,0.49909255898366617,1.0731707317073174,0.6341463414634148,14.391321369874886,37.75384615384615,4.708,4.9079999999999995,95.92502037489814,1.6,3.6999999999999997,27.027027027027028
566,567,Eugene Omoruyi,SF,26,WAS,43,0,9.1,1.9,3.9,0.485,0.3,1.1,0.283,1.6,2.8,0.562,0.524,0.7,1.1,0.653,0.8,1.2,2.0,0.8,0.6,0.1,0.5,1.4,4.8,0.5474452554744524,1.2307692307692308,0.2820512820512821,18.469967748894724,53.67032967032968,5.284,4.884,108.19000819000817,1.6,1.9,52.631578947368425
